anyone 1
else 1
locally 2
outline 1
earliest 1
state's 1
part-time 1
Noting 1
handed 1
Defense 1
responsibility 1
salary 2
expressed 2
opinion 1
hire 1
$3,500 1
basis 1
defray 1
believed 1
residents 4
job 1
men 1
Fire 2
Laughlin 1
Along 1
headquarters 1
pertinent 1
centralized 1
advantage 1
having 1
eligible 2
apply 1
financial 1
equipment 1
Matching 1
procurement 1
radios 1
sirens 1
rescue 3
trucks 3
vehicle 1
Central 4
Station 1
assign 1
Riverside 2
section 1
Rumford 1
Speaking 1
status 1
bet 1
hundred 1
know 2
enemy 1
Narragansett 1
Race 1
Track 1
grounds 1
assembly 2
point 2
drive-in 1
theater 1
Seekonk 2
knowing 1
assemble 1
air 1
Such 1
vital 1
frequently 1
regular 1
intervals 1
fails 1
consider 1
call 1
September 1
developed 2
things 1
classes 1
drifts 1
level 1
examine 1
revisions 1
Governor 1
Notte 4
name 1
move 1
form 1
letter 1
Miss 3
Mary 1
Grant 3
deputy 1
clerk 1
Falls 3
copy 1
released 1
responding 1
urges 1
complete 1
eye 1
legislature 1
Legislative 1
perform 1
review 1
Atty. 1
Gen. 1
Joseph 1
Nugent 1
views 2
appoint 1
Nugent's 1
expect 1
religious 1
labor 1
special-interest 1
affected 1
wrote 1
continuous 1
confronts 1
enforcement 2
officers 1
regulating 1
advised 1
enforce 1
Should 1
shirking 1
activity 1
across 1
statutes 1
Bay 1
dating 1
instances 1
colonial 1
times 1
severely 1
limit 1
types 1
merchandise 1
sold 1
Sabbath 1
concern 1
especially 1
foods 1
placed 1
list 1
neighborhood 1
grocery 1
variety 1
stores 1
